now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
466.44,c354,start_desk_C,[c356],[],"[c355, c358, c359, c361, c362, c363, c364]",Free,Free,"(c354, End=467.7)",11.46,,
466.44,c350,leave,[c356],[],"[c355, c358, c359, c361, c362, c363, c364]",Free,Free,Free,,c350,
467.65,c355,start_desk_C,[c356],[],"[c358, c359, c361, c362, c363, c364]",Free,Free,"(c355, End=468.8)",12.62,,
467.65,c354,leave,[c356],[],"[c358, c359, c361, c362, c363, c364]",Free,Free,Free,,c354,
468.79,c358,start_desk_C,[c356],[],"[c359, c361, c362, c363, c364]",Free,Free,"(c358, End=470.0)",12.22,,
468.79,c355,leave,[c356],[],"[c359, c361, c362, c363, c364]",Free,Free,Free,,c355,
468.96,c365,Arrive (Q_B),[c356],[c365],"[c359, c361, c362, c363, c364]",Free,Free,Free,,,
468.96,c365,start_desk_B,[c356],[],"[c359, c361, c362, c363, c364]",Free,"(c365, End=472.6)",Free,0.00,,
469.26,c356,start_desk_A,[],[],"[c359, c361, c362, c363, c364]","(c356, End=475.2)","(c365, End=472.6)",Free,13.74,,
469.26,c353,leave,[],[],"[c359, c361, c362, c363, c364]",Free,"(c365, End=472.6)",Free,,c353,
469.99,c359,start_desk_C,[],[],"[c361, c362, c363, c364]",Free,"(c365, End=472.6)","(c359, End=471.9)",10.81,,
469.99,c358,leave,[],[],"[c361, c362, c363, c364]",Free,"(c365, End=472.6)",Free,,c358,
471.23,c366,Arrive (Q_A),[c366],[],"[c361, c362, c363, c364]",Free,"(c365, End=472.6)",Free,,,
471.90,c361,start_desk_C,[c366],[],"[c362, c363, c364]",Free,"(c365, End=472.6)","(c361, End=475.6)",11.68,,
471.90,c359,leave,[c366],[],"[c362, c363, c364]",Free,"(c365, End=472.6)",Free,,c359,
472.03,c367,Arrive (Q_C),[c366],[],"[c362, c363, c364, c367]",Free,"(c365, End=472.6)",Free,,,
472.57,c365,leave,[c366],[],"[c362, c363, c364, c367]",Free,Free,Free,,c365,
472.92,c368,Arrive (Q_C),[c366],[],"[c362, c363, c364, c367, c368]",Free,Free,Free,,,
473.70,c369,Arrive (Q_C),[c366],[],"[c362, c363, c364, c367, c368, c369]",Free,Free,Free,,,
474.78,c370,Arrive (Q_B),[c366],[c370],"[c362, c363, c364, c367, c368, c369]",Free,Free,Free,,,
474.78,c370,start_desk_B,[c366],[],"[c362, c363, c364, c367, c368, c369]",Free,"(c370, End=479.1)",Free,0.00,,
474.80,c371,Arrive (Q_B),[c366],[c371],"[c362, c363, c364, c367, c368, c369]",Free,"(c370, End=479.1)",Free,,,
474.81,c372,Arrive (Q_A),"[c366, c372]",[c371],"[c362, c363, c364, c367, c368, c369]",Free,"(c370, End=479.1)",Free,,,
474.86,c373,Arrive (Q_C),"[c366, c372]",[c371],"[c362, c363, c364, c367, c368, c369, c373]",Free,"(c370, End=479.1)",Free,,,
475.18,c366,start_desk_A,[c372],[c371],"[c362, c363, c364, c367, c368, c369, c373]","(c366, End=489.3)","(c370, End=479.1)",Free,3.94,,
475.18,c356,leave,[c372],[c371],"[c362, c363, c364, c367, c368, c369, c373]",Free,"(c370, End=479.1)",Free,,c356,
475.61,c362,start_desk_C,[c372],[c371],"[c363, c364, c367, c368, c369, c373]",Free,"(c370, End=479.1)","(c362, End=477.8)",13.50,,
475.61,c361,leave,[c372],[c371],"[c363, c364, c367, c368, c369, c373]",Free,"(c370, End=479.1)",Free,,c361,
476.18,c374,Arrive (Q_C),[c372],[c371],"[c363, c364, c367, c368, c369, c373, c374]",Free,"(c370, End=479.1)",Free,,,
477.81,c363,start_desk_C,[c372],[c371],"[c364, c367, c368, c369, c373, c374]",Free,"(c370, End=479.1)","(c363, End=480.3)",14.28,,
477.81,c362,leave,[c372],[c371],"[c364, c367, c368, c369, c373, c374]",Free,"(c370, End=479.1)",Free,,c362,
477.88,c375,Arrive (Q_A),"[c372, c375]",[c371],"[c364, c367, c368, c369, c373, c374]",Free,"(c370, End=479.1)",Free,,,
479.10,c371,start_desk_B,"[c372, c375]",[],"[c364, c367, c368, c369, c373, c374]",Free,"(c371, End=482.7)",Free,4.30,,
479.10,c370,leave,"[c372, c375]",[],"[c364, c367, c368, c369, c373, c374]",Free,Free,Free,,c370,
