now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
180.87,c120,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c122, c123, c124]",Free,Free,"(c121, End=181.8)",,c120,
181.78,c122,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c123, c124]",Free,Free,"(c122, End=183.3)",1.85,,
181.78,c121,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c123, c124]",Free,Free,Free,,c121,
182.98,c125,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c123, c124, c125]",Free,Free,Free,,,
183.28,c123,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c124, c125]",Free,Free,"(c123, End=185.1)",3.11,,
183.28,c122,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c124, c125]",Free,Free,Free,,c122,
183.37,c126,Arrive (Q_A),"[c47, c71, c90, c126]","[c42, c44, c65]","[c48, c69, c98, c124, c125]",Free,Free,Free,,,
183.37,c126,start_desk_A,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c124, c125]","(c126, End=183.9)",Free,Free,0.00,,
183.91,c126,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c124, c125]",Free,Free,Free,,c126,
184.15,c116,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c124, c125]",Free,Free,Free,,c116,
185.09,c124,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c125]",Free,Free,"(c124, End=187.5)",4.88,,
185.09,c123,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c125]",Free,Free,Free,,c123,
186.11,c127,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c125, c127]",Free,Free,Free,,,
186.19,c128,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c128]","[c48, c69, c98, c125, c127]",Free,Free,Free,,,
186.19,c128,start_desk_B,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c125, c127]",Free,"(c128, End=191.5)",Free,0.00,,
186.93,c129,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c125, c127, c129]",Free,"(c128, End=191.5)",Free,,,
187.49,c125,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c127, c129]",Free,"(c128, End=191.5)","(c125, End=191.0)",4.51,,
187.49,c124,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c127, c129]",Free,"(c128, End=191.5)",Free,,c124,
189.11,c130,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c127, c129, c130]",Free,"(c128, End=191.5)",Free,,,
189.76,c131,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c131]","[c48, c69, c98, c127, c129, c130]",Free,"(c128, End=191.5)",Free,,,
190.30,c132,Arrive (Q_A),"[c47, c71, c90, c132]","[c42, c44, c65, c131]","[c48, c69, c98, c127, c129, c130]",Free,"(c128, End=191.5)",Free,,,
190.30,c132,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c131]","[c48, c69, c98, c127, c129, c130]","(c132, End=190.6)","(c128, End=191.5)",Free,0.00,,
190.54,c133,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c131, c133]","[c48, c69, c98, c127, c129, c130]","(c132, End=190.6)","(c128, End=191.5)",Free,,,
190.60,c132,leave,"[c47, c71, c90]","[c42, c44, c65, c131, c133]","[c48, c69, c98, c127, c129, c130]",Free,"(c128, End=191.5)",Free,,c132,
191.01,c127,start_desk_C,"[c47, c71, c90]","[c42, c44, c65, c131, c133]","[c48, c69, c98, c129, c130]",Free,"(c128, End=191.5)","(c127, End=193.2)",4.90,,
191.01,c125,leave,"[c47, c71, c90]","[c42, c44, c65, c131, c133]","[c48, c69, c98, c129, c130]",Free,"(c128, End=191.5)",Free,,c125,
191.53,c131,start_desk_B,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c129, c130]",Free,"(c131, End=197.4)",Free,1.76,,
191.53,c128,leave,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c129, c130]",Free,Free,Free,,c128,
193.19,c129,start_desk_C,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c130]",Free,Free,"(c129, End=197.0)",6.27,,
193.19,c127,leave,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c130]",Free,Free,Free,,c127,
195.31,c134,Arrive (Q_A),"[c47, c71, c90, c134]","[c42, c44, c65, c133]","[c48, c69, c98, c130]",Free,Free,Free,,,
195.31,c134,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c130]","(c134, End=196.6)",Free,Free,0.00,,
196.64,c134,leave,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c130]",Free,Free,Free,,c134,
196.81,c135,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c130, c135]",Free,Free,Free,,,
196.99,c130,start_desk_C,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c135]",Free,Free,"(c130, End=199.8)",7.88,,
196.99,c129,leave,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c135]",Free,Free,Free,,c129,
197.04,c136,Arrive (Q_A),"[c47, c71, c90, c136]","[c42, c44, c65, c133]","[c48, c69, c98, c135]",Free,Free,Free,,,
197.04,c136,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c135]","(c136, End=199.9)",Free,Free,0.00,,
197.18,c137,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65, c133]","[c48, c69, c98, c135, c137]","(c136, End=199.9)",Free,Free,,,
197.36,c133,start_desk_B,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c135, c137]","(c136, End=199.9)","(c133, End=201.7)",Free,6.83,,
197.36,c131,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c135, c137]","(c136, End=199.9)",Free,Free,,c131,
198.01,c138,Arrive (Q_A),"[c47, c71, c90, c138]","[c42, c44, c65]","[c48, c69, c98, c135, c137]","(c136, End=199.9)",Free,Free,,,
198.08,c139,Arrive (Q_C),"[c47, c71, c90, c138]","[c42, c44, c65]","[c48, c69, c98, c135, c137, c139]","(c136, End=199.9)",Free,Free,,,
198.20,c140,Arrive (Q_B),"[c47, c71, c90, c138]","[c42, c44, c65, c140]","[c48, c69, c98, c135, c137, c139]","(c136, End=199.9)",Free,Free,,,
198.32,c141,Arrive (Q_A),"[c47, c71, c90, c138, c141]","[c42, c44, c65, c140]","[c48, c69, c98, c135, c137, c139]","(c136, End=199.9)",Free,Free,,,
199.80,c135,start_desk_C,"[c47, c71, c90, c138, c141]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139]","(c136, End=199.9)",Free,"(c135, End=202.2)",2.99,,
199.80,c130,leave,"[c47, c71, c90, c138, c141]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139]","(c136, End=199.9)",Free,Free,,c130,
199.95,c138,start_desk_A,"[c47, c71, c90, c141]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139]","(c138, End=202.2)",Free,Free,1.94,,
199.95,c136,leave,"[c47, c71, c90, c141]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139]",Free,Free,Free,,c136,
200.01,c142,Arrive (Q_A),"[c47, c71, c90, c141, c142]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139]",Free,Free,Free,,,
200.69,c143,Arrive (Q_C),"[c47, c71, c90, c141, c142]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139, c143]",Free,Free,Free,,,
201.19,c144,Arrive (Q_A),"[c47, c71, c90, c141, c142, c144]","[c42, c44, c65, c140]","[c48, c69, c98, c137, c139, c143]",Free,Free,Free,,,
201.70,c140,start_desk_B,"[c47, c71, c90, c141, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c137, c139, c143]",Free,"(c140, End=206.0)",Free,3.49,,
201.70,c133,leave,"[c47, c71, c90, c141, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c137, c139, c143]",Free,Free,Free,,c133,
202.18,c137,Resign (Q_C),"[c47, c71, c90, c141, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c139, c143]",Free,Free,Free,,,c137
202.21,c139,start_desk_C,"[c47, c71, c90, c141, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c143]",Free,Free,"(c139, End=203.9)",4.13,,
202.21,c135,leave,"[c47, c71, c90, c141, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c143]",Free,Free,Free,,c135,
202.23,c141,start_desk_A,"[c47, c71, c90, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c143]","(c141, End=202.6)",Free,Free,3.91,,
202.23,c138,leave,"[c47, c71, c90, c142, c144]","[c42, c44, c65]","[c48, c69, c98, c143]",Free,Free,Free,,c138,
202.63,c142,start_desk_A,"[c47, c71, c90, c144]","[c42, c44, c65]","[c48, c69, c98, c143]","(c142, End=202.9)",Free,Free,2.63,,
202.63,c141,leave,"[c47, c71, c90, c144]","[c42, c44, c65]","[c48, c69, c98, c143]",Free,Free,Free,,c141,
202.88,c144,start_desk_A,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c143]","(c144, End=204.4)",Free,Free,1.69,,
202.88,c142,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c143]",Free,Free,Free,,c142,
203.89,c143,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,"(c143, End=205.8)",3.19,,
203.89,c139,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c139,
204.10,c145,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c145]",Free,Free,Free,,,
204.44,c144,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c145]",Free,Free,Free,,c144,
205.81,c145,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,"(c145, End=207.2)",1.71,,
205.81,c143,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c143,
205.95,c140,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c140,
207.21,c146,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c146]","[c48, c69, c98]",Free,Free,Free,,,
207.21,c146,start_desk_B,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c146, End=213.0)",Free,0.00,,
207.21,c145,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c146, End=213.0)",Free,,c145,
207.87,c147,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c147]",Free,"(c146, End=213.0)",Free,,,
207.87,c147,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c146, End=213.0)","(c147, End=209.7)",0.00,,
209.31,c148,Arrive (Q_A),"[c47, c71, c90, c148]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c146, End=213.0)","(c147, End=209.7)",,,
209.31,c148,start_desk_A,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]","(c148, End=213.5)","(c146, End=213.0)","(c147, End=209.7)",0.00,,
209.50,c149,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c149]","(c148, End=213.5)","(c146, End=213.0)","(c147, End=209.7)",,,
209.68,c149,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]","(c148, End=213.5)","(c146, End=213.0)","(c149, End=212.0)",0.18,,
209.68,c147,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]","(c148, End=213.5)","(c146, End=213.0)",Free,,c147,
209.82,c150,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c150]","[c48, c69, c98]","(c148, End=213.5)","(c146, End=213.0)",Free,,,
210.01,c151,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65, c150]","[c48, c69, c98, c151]","(c148, End=213.5)","(c146, End=213.0)",Free,,,
211.41,c152,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c150, c152]","[c48, c69, c98, c151]","(c148, End=213.5)","(c146, End=213.0)",Free,,,
211.99,c151,start_desk_C,"[c47, c71, c90]","[c42, c44, c65, c150, c152]","[c48, c69, c98]","(c148, End=213.5)","(c146, End=213.0)","(c151, End=214.9)",1.98,,
211.99,c149,leave,"[c47, c71, c90]","[c42, c44, c65, c150, c152]","[c48, c69, c98]","(c148, End=213.5)","(c146, End=213.0)",Free,,c149,
212.98,c150,start_desk_B,"[c47, c71, c90]","[c42, c44, c65, c152]","[c48, c69, c98]","(c148, End=213.5)","(c150, End=216.1)",Free,3.16,,
212.98,c146,leave,"[c47, c71, c90]","[c42, c44, c65, c152]","[c48, c69, c98]","(c148, End=213.5)",Free,Free,,c146,
213.49,c148,leave,"[c47, c71, c90]","[c42, c44, c65, c152]","[c48, c69, c98]",Free,Free,Free,,c148,
214.41,c153,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c152, c153]","[c48, c69, c98]",Free,Free,Free,,,
214.41,c153,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c152, c153]","[c48, c69, c98]","(c153, End=216.7)",Free,Free,0.00,,
214.86,c151,leave,"[c47, c71, c90]","[c42, c44, c65, c152, c153]","[c48, c69, c98]","(c153, End=216.7)",Free,Free,,c151,
216.05,c152,start_desk_B,"[c47, c71, c90]","[c42, c44, c65, c153]","[c48, c69, c98]","(c153, End=216.7)","(c152, End=221.6)",Free,4.64,,
216.05,c150,leave,"[c47, c71, c90]","[c42, c44, c65, c153]","[c48, c69, c98]","(c153, End=216.7)",Free,Free,,c150,
216.27,c154,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c153, c154]","[c48, c69, c98]","(c153, End=216.7)",Free,Free,,,
216.59,c155,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c153, c154, c155]","[c48, c69, c98]","(c153, End=216.7)",Free,Free,,,
216.72,c153,leave,"[c47, c71, c90]","[c42, c44, c65, c153, c154, c155]","[c48, c69, c98]",Free,Free,Free,,c153,
219.70,c156,Arrive (Q_B),"[c47, c71, c90, c156]","[c42, c44, c65, c153, c154, c155]","[c48, c69, c98]",Free,Free,Free,,,
219.70,c156,Switch B->A (c156),"[c47, c71, c90, c156]","[c42, c44, c65, c153, c154, c155]","[c48, c69, c98]",Free,Free,Free,,,
221.58,c154,start_desk_B,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c155]","[c48, c69, c98]",Free,"(c154, End=223.9)",Free,5.30,,
221.58,c152,leave,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c155]","[c48, c69, c98]",Free,Free,Free,,c152,
223.91,c155,start_desk_B,"[c47, c71, c90, c156]","[c42, c44, c65, c153]","[c48, c69, c98]",Free,"(c155, End=229.7)",Free,7.32,,
223.91,c154,leave,"[c47, c71, c90, c156]","[c42, c44, c65, c153]","[c48, c69, c98]",Free,Free,Free,,c154,
225.17,c157,Arrive (Q_C),"[c47, c71, c90, c156]","[c42, c44, c65, c153]","[c48, c69, c98, c157]",Free,Free,Free,,,
225.17,c157,start_desk_C,"[c47, c71, c90, c156]","[c42, c44, c65, c153]","[c48, c69, c98]",Free,Free,"(c157, End=228.1)",0.00,,
226.37,c158,Arrive (Q_A),"[c47, c71, c90, c156, c158]","[c42, c44, c65, c153]","[c48, c69, c98]",Free,Free,"(c157, End=228.1)",,,
226.37,c158,start_desk_A,"[c47, c71, c90, c156]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,"(c157, End=228.1)",0.00,,
226.68,c159,Arrive (Q_A),"[c47, c71, c90, c156, c159]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,"(c157, End=228.1)",,,
227.71,c160,Arrive (Q_C),"[c47, c71, c90, c156, c159]","[c42, c44, c65, c153]","[c48, c69, c98, c160]","(c158, End=237.2)",Free,"(c157, End=228.1)",,,
228.11,c160,start_desk_C,"[c47, c71, c90, c156, c159]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,"(c160, End=229.6)",0.39,,
228.11,c157,leave,"[c47, c71, c90, c156, c159]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,c157,
228.88,c161,Arrive (Q_A),"[c47, c71, c90, c156, c159, c161]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,,
229.64,c160,leave,"[c47, c71, c90, c156, c159, c161]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,c160,
229.66,c156,start_desk_B,"[c47, c71, c90, c156, c159, c161]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)","(c156, End=235.5)",Free,9.96,,
229.66,c155,leave,"[c47, c71, c90, c156, c159, c161]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,c155,
230.55,c162,Arrive (Q_C),"[c47, c71, c90, c156, c159, c161]","[c42, c44, c65, c153]","[c48, c69, c98, c162]","(c158, End=237.2)",Free,Free,,,
230.55,c162,start_desk_C,"[c47, c71, c90, c156, c159, c161]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,"(c162, End=232.8)",0.00,,
231.50,c163,Arrive (Q_A),"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,"(c162, End=232.8)",,,
232.81,c162,leave,"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,c162,
233.46,c164,Arrive (Q_C),"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98, c164]","(c158, End=237.2)",Free,Free,,,
233.46,c164,start_desk_C,"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,"(c164, End=235.0)",0.00,,
235.04,c164,leave,"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,c164,
235.08,c165,Arrive (Q_B),"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153, c165]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,,
235.45,c165,start_desk_B,"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)","(c165, End=240.8)",Free,0.37,,
235.45,c156,leave,"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,c156,
235.70,c166,Arrive (Q_B),"[c47, c71, c90, c156, c159, c161, c163]","[c42, c44, c65, c153, c166]","[c48, c69, c98]","(c158, End=237.2)",Free,Free,,,
237.16,c159,start_desk_A,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166]","[c48, c69, c98]","(c159, End=241.8)",Free,Free,10.49,,
237.16,c158,leave,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166]","[c48, c69, c98]",Free,Free,Free,,c158,
238.01,c167,Arrive (Q_B),"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166, c167]","[c48, c69, c98]",Free,Free,Free,,,
238.29,c168,Arrive (Q_C),"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166, c167]","[c48, c69, c98, c168]",Free,Free,Free,,,
238.29,c168,start_desk_C,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166, c167]","[c48, c69, c98]",Free,Free,"(c168, End=241.4)",0.00,,
239.68,c169,Arrive (Q_C),"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166, c167]","[c48, c69, c98, c169]",Free,Free,"(c168, End=241.4)",,,
240.13,c170,Arrive (Q_B),"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c166, c167, c170]","[c48, c69, c98, c169]",Free,Free,"(c168, End=241.4)",,,
240.75,c166,start_desk_B,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98, c169]",Free,"(c166, End=243.2)","(c168, End=241.4)",5.06,,
240.75,c165,leave,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98, c169]",Free,Free,"(c168, End=241.4)",,c165,
241.42,c169,start_desk_C,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98]",Free,Free,"(c169, End=243.2)",1.74,,
241.42,c168,leave,"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98]",Free,Free,Free,,c168,
241.64,c171,Arrive (Q_B),"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98, c171]",Free,Free,Free,,,
241.64,c171,Switch B->C (c171),"[c47, c71, c90, c156, c161, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98, c171]",Free,Free,Free,,,
241.84,c161,start_desk_A,"[c47, c71, c90, c156, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98, c171]","(c161, End=246.2)",Free,Free,12.96,,
241.84,c159,leave,"[c47, c71, c90, c156, c163]","[c42, c44, c65, c153, c167, c170]","[c48, c69, c98, c171]",Free,Free,Free,,c159,
243.17,c167,start_desk_B,"[c47, c71, c90, c156, c163]","[c42, c44, c65, c153, c170]","[c48, c69, c98, c171]",Free,"(c167, End=247.4)",Free,5.15,,
243.17,c166,leave,"[c47, c71, c90, c156, c163]","[c42, c44, c65, c153, c170]","[c48, c69, c98, c171]",Free,Free,Free,,c166,
243.24,c169,leave,"[c47, c71, c90, c156, c163]","[c42, c44, c65, c153, c170]","[c48, c69, c98, c171]",Free,Free,Free,,c169,
246.15,c172,Arrive (Q_B),"[c47, c71, c90, c156, c163]","[c42, c44, c65, c153, c170, c172]","[c48, c69, c98, c171]",Free,Free,Free,,,
246.23,c163,start_desk_A,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c170, c172]","[c48, c69, c98, c171]","(c163, End=251.0)",Free,Free,14.72,,
246.23,c161,leave,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c170, c172]","[c48, c69, c98, c171]",Free,Free,Free,,c161,
246.28,c173,Arrive (Q_A),"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c170, c172]","[c48, c69, c98, c171]",Free,Free,Free,,,
247.41,c170,start_desk_B,"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172]","[c48, c69, c98, c171]",Free,"(c170, End=250.6)",Free,7.27,,
247.41,c167,leave,"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172]","[c48, c69, c98, c171]",Free,Free,Free,,c167,
248.76,c174,Arrive (Q_B),"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171]",Free,Free,Free,,,
248.76,c174,start_desk_C,"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171]",Free,Free,"(c174, End=251.7)",0.00,,
250.64,c171,start_desk_B,"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171]",Free,"(c171, End=253.1)","(c174, End=251.7)",9.01,,
250.64,c170,leave,"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171]",Free,Free,"(c174, End=251.7)",,c170,
250.95,c175,Arrive (Q_B),"[c47, c71, c90, c156, c173]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171]",Free,Free,"(c174, End=251.7)",,,
250.97,c173,start_desk_A,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171]","(c173, End=253.0)",Free,"(c174, End=251.7)",4.68,,
250.97,c163,leave,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171]",Free,Free,"(c174, End=251.7)",,c163,
251.74,c174,leave,"[c47, c71, c90, c156]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171]",Free,Free,Free,,c174,
251.93,c176,Arrive (Q_B),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171]",Free,Free,Free,,,
251.93,c176,Switch B->A (c176),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171]",Free,Free,Free,,,
252.91,c177,Arrive (Q_B),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171, c177]",Free,Free,Free,,,
252.91,c177,Switch B->C (c177),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171, c177]",Free,Free,Free,,,
253.00,c172,start_desk_A,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171, c177]","(c172, End=254.2)",Free,Free,6.85,,
253.00,c173,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c175]","[c48, c69, c98, c171, c177]",Free,Free,Free,,c173,
253.14,c175,start_desk_B,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171, c177]",Free,"(c175, End=257.6)",Free,2.20,,
253.14,c171,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171, c177]",Free,Free,Free,,c171,
254.20,c172,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174]","[c48, c69, c98, c171, c177]",Free,Free,Free,,c172,
255.38,c178,Arrive (Q_B),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177]",Free,Free,Free,,,
256.18,c179,Arrive (Q_C),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177, c179]",Free,Free,Free,,,
256.18,c179,start_desk_C,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177]",Free,Free,"(c179, End=257.9)",0.00,,
257.62,c176,start_desk_B,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177]",Free,"(c176, End=259.7)","(c179, End=257.9)",5.69,,
257.62,c175,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177]",Free,Free,"(c179, End=257.9)",,c175,
257.87,c179,leave,"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178]","[c48, c69, c98, c171, c177]",Free,Free,Free,,c179,
257.98,c180,Arrive (Q_B),"[c47, c71, c90, c156, c176]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]",Free,Free,Free,,,
258.13,c181,Arrive (Q_A),"[c47, c71, c90, c156, c176, c181]","[c42, c44, c65, c153, c172, c174, c178, c180]","[c48, c69, c98, c171, c177]",Free,Free,Free,,,
