now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
80.90,c58,start_desk_C,[c47],"[c42, c44, c54]",[c48],Free,Free,"(c58, End=84.6)",2.73,,
80.90,c56,leave,[c47],"[c42, c44, c54]",[c48],Free,Free,Free,,c56,
83.04,c54,start_desk_B,[c47],"[c42, c44]",[c48],Free,"(c54, End=88.9)",Free,10.80,,
83.04,c48,leave,[c47],"[c42, c44]",[c48],Free,Free,Free,,c48,
84.57,c58,leave,[c47],"[c42, c44]",[c48],Free,Free,Free,,c58,
87.55,c59,Arrive (Q_C),[c47],"[c42, c44]","[c48, c59]",Free,Free,Free,,,
87.55,c59,start_desk_C,[c47],"[c42, c44]",[c48],Free,Free,"(c59, End=90.8)",0.00,,
87.56,c60,Arrive (Q_C),[c47],"[c42, c44]","[c48, c60]",Free,Free,"(c59, End=90.8)",,,
88.22,c61,Arrive (Q_C),[c47],"[c42, c44]","[c48, c60, c61]",Free,Free,"(c59, End=90.8)",,,
88.91,c54,leave,[c47],"[c42, c44]","[c48, c60, c61]",Free,Free,"(c59, End=90.8)",,c54,
90.09,c62,Arrive (Q_A),"[c47, c62]","[c42, c44]","[c48, c60, c61]",Free,Free,"(c59, End=90.8)",,,
90.09,c62,start_desk_A,[c47],"[c42, c44]","[c48, c60, c61]","(c62, End=90.6)",Free,"(c59, End=90.8)",0.00,,
90.61,c62,leave,[c47],"[c42, c44]","[c48, c60, c61]",Free,Free,"(c59, End=90.8)",,c62,
90.80,c60,start_desk_C,[c47],"[c42, c44]","[c48, c61]",Free,Free,"(c60, End=94.6)",3.24,,
90.80,c59,leave,[c47],"[c42, c44]","[c48, c61]",Free,Free,Free,,c59,
91.83,c63,Arrive (Q_B),[c47],"[c42, c44, c63]","[c48, c61]",Free,Free,Free,,,
91.83,c63,start_desk_B,[c47],"[c42, c44]","[c48, c61]",Free,"(c63, End=95.7)",Free,0.00,,
92.53,c64,Arrive (Q_B),[c47],"[c42, c44, c64]","[c48, c61]",Free,"(c63, End=95.7)",Free,,,
94.55,c65,Arrive (Q_B),[c47],"[c42, c44, c64, c65]","[c48, c61]",Free,"(c63, End=95.7)",Free,,,
94.55,c65,start_desk_A,[c47],"[c42, c44, c64, c65]","[c48, c61]","(c65, End=101.5)","(c63, End=95.7)",Free,0.00,,
94.64,c61,start_desk_C,[c47],"[c42, c44, c64, c65]",[c48],"(c65, End=101.5)","(c63, End=95.7)","(c61, End=97.4)",6.42,,
94.64,c60,leave,[c47],"[c42, c44, c64, c65]",[c48],"(c65, End=101.5)","(c63, End=95.7)",Free,,c60,
95.57,c66,Arrive (Q_B),"[c47, c66]","[c42, c44, c64, c65]",[c48],"(c65, End=101.5)","(c63, End=95.7)",Free,,,
95.57,c66,Switch B->A (c66),"[c47, c66]","[c42, c44, c64, c65]",[c48],"(c65, End=101.5)","(c63, End=95.7)",Free,,,
95.70,c64,start_desk_B,"[c47, c66]","[c42, c44, c65]",[c48],"(c65, End=101.5)","(c64, End=101.6)",Free,3.16,,
95.70,c63,leave,"[c47, c66]","[c42, c44, c65]",[c48],"(c65, End=101.5)",Free,Free,,c63,
97.02,c67,Arrive (Q_B),"[c47, c66]","[c42, c44, c65, c67]",[c48],"(c65, End=101.5)",Free,Free,,,
97.37,c61,leave,"[c47, c66]","[c42, c44, c65, c67]",[c48],"(c65, End=101.5)",Free,Free,,c61,
97.72,c68,Arrive (Q_B),"[c47, c66]","[c42, c44, c65, c67]","[c48, c68]","(c65, End=101.5)",Free,Free,,,
97.72,c68,Switch B->C (c68),"[c47, c66]","[c42, c44, c65, c67]","[c48, c68]","(c65, End=101.5)",Free,Free,,,
97.72,c68,start_desk_C,"[c47, c66]","[c42, c44, c65, c67]",[c48],"(c65, End=101.5)",Free,"(c68, End=99.1)",0.00,,
99.07,c68,leave,"[c47, c66]","[c42, c44, c65, c67]",[c48],"(c65, End=101.5)",Free,Free,,c68,
99.20,c69,Arrive (Q_B),"[c47, c66]","[c42, c44, c65, c67]","[c48, c69]","(c65, End=101.5)",Free,Free,,,
99.20,c69,Switch B->C (c69),"[c47, c66]","[c42, c44, c65, c67]","[c48, c69]","(c65, End=101.5)",Free,Free,,,
101.54,c66,start_desk_A,[c47],"[c42, c44, c65, c67]","[c48, c69]","(c66, End=107.3)",Free,Free,5.97,,
101.54,c65,leave,[c47],"[c42, c44, c65, c67]","[c48, c69]",Free,Free,Free,,c65,
101.57,c67,start_desk_B,[c47],"[c42, c44, c65]","[c48, c69]",Free,"(c67, End=104.6)",Free,4.55,,
101.57,c64,leave,[c47],"[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c64,
103.56,c70,Arrive (Q_B),[c47],"[c42, c44, c65, c70]","[c48, c69]",Free,Free,Free,,,
104.57,c71,Arrive (Q_B),"[c47, c71]","[c42, c44, c65, c70]","[c48, c69]",Free,Free,Free,,,
104.57,c71,Switch B->A (c71),"[c47, c71]","[c42, c44, c65, c70]","[c48, c69]",Free,Free,Free,,,
104.58,c69,start_desk_B,"[c47, c71]","[c42, c44, c65, c70]","[c48, c69]",Free,"(c69, End=107.4)",Free,5.37,,
104.58,c67,leave,"[c47, c71]","[c42, c44, c65, c70]","[c48, c69]",Free,Free,Free,,c67,
106.84,c72,Arrive (Q_C),"[c47, c71]","[c42, c44, c65, c70]","[c48, c69, c72]",Free,Free,Free,,,
106.84,c72,start_desk_C,"[c47, c71]","[c42, c44, c65, c70]","[c48, c69]",Free,Free,"(c72, End=109.1)",0.00,,
107.26,c66,leave,"[c47, c71]","[c42, c44, c65, c70]","[c48, c69]",Free,Free,"(c72, End=109.1)",,c66,
107.42,c70,start_desk_B,"[c47, c71]","[c42, c44, c65]","[c48, c69]",Free,"(c70, End=109.7)","(c72, End=109.1)",3.87,,
107.42,c69,leave,"[c47, c71]","[c42, c44, c65]","[c48, c69]",Free,Free,"(c72, End=109.1)",,c69,
107.56,c73,Arrive (Q_A),"[c47, c71, c73]","[c42, c44, c65]","[c48, c69]",Free,Free,"(c72, End=109.1)",,,
107.56,c73,start_desk_A,"[c47, c71]","[c42, c44, c65]","[c48, c69]","(c73, End=109.7)",Free,"(c72, End=109.1)",0.00,,
108.35,c74,Arrive (Q_A),"[c47, c71, c74]","[c42, c44, c65]","[c48, c69]","(c73, End=109.7)",Free,"(c72, End=109.1)",,,
108.97,c75,Arrive (Q_B),"[c47, c71, c74]","[c42, c44, c65, c75]","[c48, c69]","(c73, End=109.7)",Free,"(c72, End=109.1)",,,
109.05,c72,leave,"[c47, c71, c74]","[c42, c44, c65, c75]","[c48, c69]","(c73, End=109.7)",Free,Free,,c72,
109.65,c74,start_desk_A,"[c47, c71]","[c42, c44, c65, c75]","[c48, c69]","(c74, End=118.2)",Free,Free,1.30,,
109.65,c73,leave,"[c47, c71]","[c42, c44, c65, c75]","[c48, c69]",Free,Free,Free,,c73,
109.72,c71,start_desk_B,"[c47, c71]","[c42, c44, c65, c75]","[c48, c69]",Free,"(c71, End=112.4)",Free,5.15,,
109.72,c70,leave,"[c47, c71]","[c42, c44, c65, c75]","[c48, c69]",Free,Free,Free,,c70,
110.51,c76,Arrive (Q_C),"[c47, c71]","[c42, c44, c65, c75]","[c48, c69, c76]",Free,Free,Free,,,
110.51,c76,start_desk_C,"[c47, c71]","[c42, c44, c65, c75]","[c48, c69]",Free,Free,"(c76, End=113.6)",0.00,,
110.52,c77,Arrive (Q_A),"[c47, c71, c77]","[c42, c44, c65, c75]","[c48, c69]",Free,Free,"(c76, End=113.6)",,,
111.23,c78,Arrive (Q_C),"[c47, c71, c77]","[c42, c44, c65, c75]","[c48, c69, c78]",Free,Free,"(c76, End=113.6)",,,
111.93,c79,Arrive (Q_C),"[c47, c71, c77]","[c42, c44, c65, c75]","[c48, c69, c78, c79]",Free,Free,"(c76, End=113.6)",,,
112.41,c75,start_desk_B,"[c47, c71, c77]","[c42, c44, c65]","[c48, c69, c78, c79]",Free,"(c75, End=117.1)","(c76, End=113.6)",3.44,,
112.41,c71,leave,"[c47, c71, c77]","[c42, c44, c65]","[c48, c69, c78, c79]",Free,Free,"(c76, End=113.6)",,c71,
113.58,c78,start_desk_C,"[c47, c71, c77]","[c42, c44, c65]","[c48, c69, c79]",Free,Free,"(c78, End=114.7)",2.36,,
113.58,c76,leave,"[c47, c71, c77]","[c42, c44, c65]","[c48, c69, c79]",Free,Free,Free,,c76,
113.59,c80,Arrive (Q_A),"[c47, c71, c77, c80]","[c42, c44, c65]","[c48, c69, c79]",Free,Free,Free,,,
114.61,c81,Arrive (Q_A),"[c47, c71, c77, c80, c81]","[c42, c44, c65]","[c48, c69, c79]",Free,Free,Free,,,
114.73,c79,start_desk_C,"[c47, c71, c77, c80, c81]","[c42, c44, c65]","[c48, c69]",Free,Free,"(c79, End=117.5)",2.80,,
114.73,c78,leave,"[c47, c71, c77, c80, c81]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c78,
115.28,c82,Arrive (Q_B),"[c47, c71, c77, c80, c81]","[c42, c44, c65, c82]","[c48, c69]",Free,Free,Free,,,
117.13,c82,start_desk_B,"[c47, c71, c77, c80, c81]","[c42, c44, c65]","[c48, c69]",Free,"(c82, End=122.0)",Free,1.85,,
117.13,c75,leave,"[c47, c71, c77, c80, c81]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c75,
117.50,c79,leave,"[c47, c71, c77, c80, c81]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c79,
118.25,c77,start_desk_A,"[c47, c71, c80, c81]","[c42, c44, c65]","[c48, c69]","(c77, End=120.3)",Free,Free,7.73,,
118.25,c74,leave,"[c47, c71, c80, c81]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c74,
120.05,c83,Arrive (Q_B),"[c47, c71, c80, c81]","[c42, c44, c65, c83]","[c48, c69]",Free,Free,Free,,,
120.27,c80,start_desk_A,"[c47, c71, c81]","[c42, c44, c65, c83]","[c48, c69]","(c80, End=122.0)",Free,Free,6.68,,
120.27,c77,leave,"[c47, c71, c81]","[c42, c44, c65, c83]","[c48, c69]",Free,Free,Free,,c77,
121.97,c81,start_desk_A,"[c47, c71]","[c42, c44, c65, c83]","[c48, c69]","(c81, End=123.3)",Free,Free,7.37,,
121.97,c80,leave,"[c47, c71]","[c42, c44, c65, c83]","[c48, c69]",Free,Free,Free,,c80,
121.98,c83,start_desk_B,"[c47, c71]","[c42, c44, c65]","[c48, c69]",Free,"(c83, End=125.0)",Free,1.93,,
121.98,c82,leave,"[c47, c71]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c82,
123.19,c84,Arrive (Q_A),"[c47, c71, c84]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,,
123.34,c84,start_desk_A,"[c47, c71]","[c42, c44, c65]","[c48, c69]","(c84, End=123.9)",Free,Free,0.15,,
123.34,c81,leave,"[c47, c71]","[c42, c44, c65]","[c48, c69]",Free,Free,Free,,c81,
123.53,c85,Arrive (Q_B),"[c47, c71]","[c42, c44, c65, c85]","[c48, c69]",Free,Free,Free,,,
123.90,c84,leave,"[c47, c71]","[c42, c44, c65, c85]","[c48, c69]",Free,Free,Free,,c84,
124.12,c86,Arrive (Q_B),"[c47, c71]","[c42, c44, c65, c85, c86]","[c48, c69]",Free,Free,Free,,,
124.99,c85,start_desk_B,"[c47, c71]","[c42, c44, c65, c86]","[c48, c69]",Free,"(c85, End=128.9)",Free,1.47,,
124.99,c83,leave,"[c47, c71]","[c42, c44, c65, c86]","[c48, c69]",Free,Free,Free,,c83,
126.00,c87,Arrive (Q_C),"[c47, c71]","[c42, c44, c65, c86]","[c48, c69, c87]",Free,Free,Free,,,
126.00,c87,start_desk_C,"[c47, c71]","[c42, c44, c65, c86]","[c48, c69]",Free,Free,"(c87, End=128.4)",0.00,,
127.26,c88,Arrive (Q_B),"[c47, c71]","[c42, c44, c65, c86, c88]","[c48, c69]",Free,Free,"(c87, End=128.4)",,,
127.91,c89,Arrive (Q_C),"[c47, c71]","[c42, c44, c65, c86, c88]","[c48, c69, c89]",Free,Free,"(c87, End=128.4)",,,
128.39,c89,start_desk_C,"[c47, c71]","[c42, c44, c65, c86, c88]","[c48, c69]",Free,Free,"(c89, End=131.2)",0.48,,
128.39,c87,leave,"[c47, c71]","[c42, c44, c65, c86, c88]","[c48, c69]",Free,Free,Free,,c87,
128.86,c90,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c86, c88]","[c48, c69]",Free,Free,Free,,,
128.86,c90,Switch B->A (c90),"[c47, c71, c90]","[c42, c44, c65, c86, c88]","[c48, c69]",Free,Free,Free,,,
128.90,c86,start_desk_B,"[c47, c71, c90]","[c42, c44, c65, c88]","[c48, c69]",Free,"(c86, End=134.4)",Free,4.78,,
128.90,c85,leave,"[c47, c71, c90]","[c42, c44, c65, c88]","[c48, c69]",Free,Free,Free,,c85,
131.20,c89,leave,"[c47, c71, c90]","[c42, c44, c65, c88]","[c48, c69]",Free,Free,Free,,c89,
132.93,c91,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65, c88]","[c48, c69, c91]",Free,Free,Free,,,
132.93,c91,start_desk_C,"[c47, c71, c90]","[c42, c44, c65, c88]","[c48, c69]",Free,Free,"(c91, End=136.3)",0.00,,
133.54,c92,Arrive (Q_C),"[c47, c71, c90]","[c42, c44, c65, c88]","[c48, c69, c92]",Free,Free,"(c91, End=136.3)",,,
134.41,c88,start_desk_B,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c92]",Free,"(c88, End=139.4)","(c91, End=136.3)",7.15,,
134.41,c86,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c92]",Free,Free,"(c91, End=136.3)",,c86,
136.00,c93,Arrive (Q_A),"[c47, c71, c90, c93]","[c42, c44, c65]","[c48, c69, c92]",Free,Free,"(c91, End=136.3)",,,
136.00,c93,start_desk_A,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c92]","(c93, End=143.6)",Free,"(c91, End=136.3)",0.00,,
136.31,c92,start_desk_C,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69]","(c93, End=143.6)",Free,"(c92, End=140.1)",2.77,,
136.31,c91,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69]","(c93, End=143.6)",Free,Free,,c91,
136.35,c94,Arrive (Q_A),"[c47, c71, c90, c94]","[c42, c44, c65]","[c48, c69]","(c93, End=143.6)",Free,Free,,,
136.67,c95,Arrive (Q_B),"[c47, c71, c90, c94]","[c42, c44, c65, c95]","[c48, c69]","(c93, End=143.6)",Free,Free,,,
137.71,c96,Arrive (Q_B),"[c47, c71, c90, c94]","[c42, c44, c65, c95, c96]","[c48, c69]","(c93, End=143.6)",Free,Free,,,
138.90,c97,Arrive (Q_A),"[c47, c71, c90, c94, c97]","[c42, c44, c65, c95, c96]","[c48, c69]","(c93, End=143.6)",Free,Free,,,
139.35,c90,start_desk_B,"[c47, c71, c90, c94, c97]","[c42, c44, c65, c95, c96]","[c48, c69]","(c93, End=143.6)","(c90, End=143.1)",Free,10.50,,
139.35,c88,leave,"[c47, c71, c90, c94, c97]","[c42, c44, c65, c95, c96]","[c48, c69]","(c93, End=143.6)",Free,Free,,c88,
139.43,c98,Arrive (Q_B),"[c47, c71, c90, c94, c97]","[c42, c44, c65, c95, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,
139.43,c98,Switch B->C (c98),"[c47, c71, c90, c94, c97]","[c42, c44, c65, c95, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,
140.11,c92,leave,"[c47, c71, c90, c94, c97]","[c42, c44, c65, c95, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,c92,
140.43,c99,Arrive (Q_A),"[c47, c71, c90, c94, c97, c99]","[c42, c44, c65, c95, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,
140.96,c100,Arrive (Q_A),"[c47, c71, c90, c94, c97, c99, c100]","[c42, c44, c65, c95, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,
141.67,c95,Resign (Q_B),"[c47, c71, c90, c94, c97, c99, c100]","[c42, c44, c65, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,c95
142.39,c101,Arrive (Q_A),"[c47, c71, c90, c94, c97, c99, c100, c101]","[c42, c44, c65, c96]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,
143.06,c96,start_desk_B,"[c47, c71, c90, c94, c97, c99, c100, c101]","[c42, c44, c65]","[c48, c69, c98]","(c93, End=143.6)","(c96, End=147.9)",Free,5.34,,
143.06,c90,leave,"[c47, c71, c90, c94, c97, c99, c100, c101]","[c42, c44, c65]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,c90,
143.11,c102,Arrive (Q_B),"[c47, c71, c90, c94, c97, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]","(c93, End=143.6)",Free,Free,,,
143.57,c94,start_desk_A,"[c47, c71, c90, c97, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]","(c94, End=145.9)",Free,Free,7.21,,
143.57,c93,leave,"[c47, c71, c90, c97, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]",Free,Free,Free,,c93,
145.88,c97,start_desk_A,"[c47, c71, c90, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]","(c97, End=150.7)",Free,Free,6.98,,
145.88,c94,leave,"[c47, c71, c90, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]",Free,Free,Free,,c94,
147.89,c98,start_desk_B,"[c47, c71, c90, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]",Free,"(c98, End=152.0)",Free,8.46,,
147.89,c96,leave,"[c47, c71, c90, c99, c100, c101]","[c42, c44, c65, c102]","[c48, c69, c98]",Free,Free,Free,,c96,
149.20,c103,Arrive (Q_B),"[c47, c71, c90, c99, c100, c101]","[c42, c44, c65, c102, c103]","[c48, c69, c98]",Free,Free,Free,,,
149.82,c104,Arrive (Q_A),"[c47, c71, c90, c99, c100, c101, c104]","[c42, c44, c65, c102, c103]","[c48, c69, c98]",Free,Free,Free,,,
150.66,c99,start_desk_A,"[c47, c71, c90, c100, c101, c104]","[c42, c44, c65, c102, c103]","[c48, c69, c98]","(c99, End=152.2)",Free,Free,10.23,,
150.66,c97,leave,"[c47, c71, c90, c100, c101, c104]","[c42, c44, c65, c102, c103]","[c48, c69, c98]",Free,Free,Free,,c97,
152.04,c102,start_desk_B,"[c47, c71, c90, c100, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98]",Free,"(c102, End=154.5)",Free,8.93,,
152.04,c98,leave,"[c47, c71, c90, c100, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98]",Free,Free,Free,,c98,
152.22,c100,start_desk_A,"[c47, c71, c90, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98]","(c100, End=154.0)",Free,Free,11.26,,
152.22,c99,leave,"[c47, c71, c90, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98]",Free,Free,Free,,c99,
152.77,c105,Arrive (Q_C),"[c47, c71, c90, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98, c105]",Free,Free,Free,,,
152.77,c105,start_desk_C,"[c47, c71, c90, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98]",Free,Free,"(c105, End=155.5)",0.00,,
153.59,c106,Arrive (Q_C),"[c47, c71, c90, c101, c104]","[c42, c44, c65, c103]","[c48, c69, c98, c106]",Free,Free,"(c105, End=155.5)",,,
154.03,c101,start_desk_A,"[c47, c71, c90, c104]","[c42, c44, c65, c103]","[c48, c69, c98, c106]","(c101, End=161.2)",Free,"(c105, End=155.5)",11.64,,
154.03,c100,leave,"[c47, c71, c90, c104]","[c42, c44, c65, c103]","[c48, c69, c98, c106]",Free,Free,"(c105, End=155.5)",,c100,
154.54,c103,start_desk_B,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98, c106]",Free,"(c103, End=157.0)","(c105, End=155.5)",5.34,,
154.54,c102,leave,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98, c106]",Free,Free,"(c105, End=155.5)",,c102,
155.47,c106,start_desk_C,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,"(c106, End=157.4)",1.88,,
155.47,c105,leave,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c105,
156.04,c107,Arrive (Q_B),"[c47, c71, c90, c104]","[c42, c44, c65, c107]","[c48, c69, c98]",Free,Free,Free,,,
156.99,c107,start_desk_B,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c107, End=162.9)",Free,0.96,,
156.99,c103,leave,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c103,
157.39,c106,leave,"[c47, c71, c90, c104]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c106,
159.77,c108,Arrive (Q_A),"[c47, c71, c90, c104, c108]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,,
160.29,c109,Arrive (Q_C),"[c47, c71, c90, c104, c108]","[c42, c44, c65]","[c48, c69, c98, c109]",Free,Free,Free,,,
160.29,c109,start_desk_C,"[c47, c71, c90, c104, c108]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,"(c109, End=163.0)",0.00,,
161.17,c104,start_desk_A,"[c47, c71, c90, c108]","[c42, c44, c65]","[c48, c69, c98]","(c104, End=165.1)",Free,"(c109, End=163.0)",11.35,,
161.17,c101,leave,"[c47, c71, c90, c108]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,"(c109, End=163.0)",,c101,
161.48,c110,Arrive (Q_B),"[c47, c71, c90, c108]","[c42, c44, c65, c110]","[c48, c69, c98]",Free,Free,"(c109, End=163.0)",,,
161.51,c111,Arrive (Q_B),"[c47, c71, c90, c108]","[c42, c44, c65, c110, c111]","[c48, c69, c98]",Free,Free,"(c109, End=163.0)",,,
162.86,c110,start_desk_B,"[c47, c71, c90, c108]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,"(c110, End=168.4)","(c109, End=163.0)",1.38,,
162.86,c107,leave,"[c47, c71, c90, c108]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,"(c109, End=163.0)",,c107,
163.01,c109,leave,"[c47, c71, c90, c108]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,c109,
165.05,c108,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]","(c108, End=165.4)",Free,Free,5.28,,
165.05,c104,leave,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,c104,
165.42,c108,leave,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,c108,
166.33,c112,Arrive (Q_A),"[c47, c71, c90, c112]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,,
166.33,c112,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]","(c112, End=167.7)",Free,Free,0.00,,
167.70,c112,leave,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,c112,
168.00,c113,Arrive (Q_A),"[c47, c71, c90, c113]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,,
168.00,c113,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]","(c113, End=168.3)",Free,Free,0.00,,
168.35,c113,leave,"[c47, c71, c90]","[c42, c44, c65, c111]","[c48, c69, c98]",Free,Free,Free,,c113,
168.44,c111,start_desk_B,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c111, End=171.8)",Free,6.93,,
168.44,c110,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,Free,,c110,
168.66,c114,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c114]","[c48, c69, c98]",Free,Free,Free,,,
171.17,c115,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c114, c115]","[c48, c69, c98]",Free,Free,Free,,,
171.65,c116,Arrive (Q_B),"[c47, c71, c90]","[c42, c44, c65, c114, c115, c116]","[c48, c69, c98]",Free,Free,Free,,,
171.81,c114,start_desk_B,"[c47, c71, c90]","[c42, c44, c65, c115, c116]","[c48, c69, c98]",Free,"(c114, End=174.4)",Free,3.15,,
171.81,c111,leave,"[c47, c71, c90]","[c42, c44, c65, c115, c116]","[c48, c69, c98]",Free,Free,Free,,c111,
174.44,c115,start_desk_B,"[c47, c71, c90]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,"(c115, End=179.0)",Free,3.27,,
174.44,c114,leave,"[c47, c71, c90]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,Free,Free,,c114,
176.13,c117,Arrive (Q_A),"[c47, c71, c90, c117]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,Free,Free,,,
176.13,c117,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c116]","[c48, c69, c98]","(c117, End=177.3)",Free,Free,0.00,,
176.46,c118,Arrive (Q_A),"[c47, c71, c90, c118]","[c42, c44, c65, c116]","[c48, c69, c98]","(c117, End=177.3)",Free,Free,,,
177.34,c118,start_desk_A,"[c47, c71, c90]","[c42, c44, c65, c116]","[c48, c69, c98]","(c118, End=180.8)",Free,Free,0.87,,
177.34,c117,leave,"[c47, c71, c90]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,Free,Free,,c117,
178.14,c119,Arrive (Q_A),"[c47, c71, c90, c119]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,Free,Free,,,
178.32,c120,Arrive (Q_A),"[c47, c71, c90, c119, c120]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,Free,Free,,,
178.34,c121,Arrive (Q_C),"[c47, c71, c90, c119, c120]","[c42, c44, c65, c116]","[c48, c69, c98, c121]",Free,Free,Free,,,
178.34,c121,start_desk_C,"[c47, c71, c90, c119, c120]","[c42, c44, c65, c116]","[c48, c69, c98]",Free,Free,"(c121, End=181.8)",0.00,,
179.05,c116,start_desk_B,"[c47, c71, c90, c119, c120]","[c42, c44, c65]","[c48, c69, c98]",Free,"(c116, End=184.2)","(c121, End=181.8)",7.39,,
179.05,c115,leave,"[c47, c71, c90, c119, c120]","[c42, c44, c65]","[c48, c69, c98]",Free,Free,"(c121, End=181.8)",,c115,
179.93,c122,Arrive (Q_C),"[c47, c71, c90, c119, c120]","[c42, c44, c65]","[c48, c69, c98, c122]",Free,Free,"(c121, End=181.8)",,,
180.17,c123,Arrive (Q_C),"[c47, c71, c90, c119, c120]","[c42, c44, c65]","[c48, c69, c98, c122, c123]",Free,Free,"(c121, End=181.8)",,,
180.21,c124,Arrive (Q_C),"[c47, c71, c90, c119, c120]","[c42, c44, c65]","[c48, c69, c98, c122, c123, c124]",Free,Free,"(c121, End=181.8)",,,
180.79,c119,start_desk_A,"[c47, c71, c90, c120]","[c42, c44, c65]","[c48, c69, c98, c122, c123, c124]","(c119, End=180.8)",Free,"(c121, End=181.8)",2.65,,
180.79,c118,leave,"[c47, c71, c90, c120]","[c42, c44, c65]","[c48, c69, c98, c122, c123, c124]",Free,Free,"(c121, End=181.8)",,c118,
180.83,c120,start_desk_A,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c122, c123, c124]","(c120, End=180.9)",Free,"(c121, End=181.8)",2.50,,
180.83,c119,leave,"[c47, c71, c90]","[c42, c44, c65]","[c48, c69, c98, c122, c123, c124]",Free,Free,"(c121, End=181.8)",,c119,
